gameId,playId,nflId,displayName,position,speed at snap,lateral distance traveled,offense movement direction,motion direction,motion type
2022090800,80,47857.0,Devin Singletary,RB,10.881794,3.6400000000000006,left,short,return
2022090800,212,47879.0,Dawson Knox,TE,14.604513,5.789999999999999,left,short,fly
2022090800,299,44881.0,Cooper Kupp,WR,14.2158775,4.040000000000001,right,long,jet
2022090800,438,53678.0,Ben Skowronek,WR,13.786333000000004,3.8599999999999994,right,long,jet
2022090800,617,44985.0,Isaiah McKenzie,WR,11.86361,5.41,left,short,fly
2022090800,692,42489.0,Stefon Diggs,WR,13.090880000000002,11.030000000000001,left,long,fly
2022090800,818,47853.0,Darrell Henderson,RB,15.340875000000002,9.600000000000001,left,long,fly
2022090800,933,44881.0,Cooper Kupp,WR,14.9522395,4.73,left,short,jet
2022090800,1030,44985.0,Isaiah McKenzie,WR,12.088609500000002,0.9299999999999997,right,long,return
2022090800,1254,47853.0,Darrell Henderson,RB,9.1840705,2.0100000000000016,left,long,jet
2022090800,1286,53486.0,Tutu Atwell,WR,11.618156,2.7200000000000024,left,long,jet
2022090800,1757,53678.0,Ben Skowronek,WR,13.377243000000002,2.720000000000006,left,long,jet
2022090800,2208,47857.0,Devin Singletary,RB,10.022705000000002,0.9399999999999977,left,long,glide in
2022090800,2288,53678.0,Ben Skowronek,WR,12.927244000000002,1.1600000000000001,right,short,jet
2022090800,2336,44881.0,Cooper Kupp,WR,12.845426000000002,1.7899999999999991,right,long,jet
2022090800,2464,42489.0,Stefon Diggs,WR,12.5386085,11.090000000000003,left,long,fly
2022090800,2527,47879.0,Dawson Knox,TE,14.3386045,9.190000000000001,left,short,fly
2022090800,2712,42448.0,Jamison Crowder,WR,13.704515000000002,4.219999999999999,right,long,jet
2022090800,2733,47857.0,Devin Singletary,RB,11.311338500000002,2.830000000000002,right,long,fly
2022090800,2979,44985.0,Isaiah McKenzie,WR,11.331793,2.740000000000002,right,long,return
2022090800,3283,44985.0,Isaiah McKenzie,WR,13.663606,3.370000000000001,right,short,jet
2022090800,3636,53678.0,Ben Skowronek,WR,12.9476985,3.9799999999999986,left,long,jet
2022091100,57,48374.0,Olamide Zaccheaus,WR,15.8522375,8.68,right,long,fly
2022091100,121,39975.0,Cordarrelle Patterson,RB,10.922703,0.5100000000000016,right,short,jet
2022091100,166,48374.0,Olamide Zaccheaus,WR,13.643151500000002,6.66,right,long,fly
2022091100,190,39975.0,Cordarrelle Patterson,RB,13.49997,5.559999999999999,right,long,glide in
2022091100,212,54473.0,Drake London,WR,14.6658765,10.699999999999996,right,short,jet
2022091100,395,53433.0,Kyle Pitts,TE,12.559063,3.9599999999999973,right,short,jet
2022091100,501,54476.0,Chris Olave,WR,15.463602000000002,3.8100000000000023,left,short,glide in
2022091100,679,48374.0,Olamide Zaccheaus,WR,13.90906,8.469999999999999,right,short,fly
2022091100,741,54476.0,Chris Olave,WR,15.156784500000002,0.7199999999999989,left,short,jet
2022091100,914,48374.0,Olamide Zaccheaus,WR,15.7704195,9.71,right,long,fly
2022091100,1017,48374.0,Olamide Zaccheaus,WR,13.0295165,10.16,left,short,fly
2022091100,1067,48374.0,Olamide Zaccheaus,WR,15.095421000000002,10.0,left,short,fly
2022091100,1170,54476.0,Chris Olave,WR,15.074966500000002,7.129999999999999,right,short,glide out
2022091100,1413,52942.0,Juwan Johnson,TE,8.059073000000001,0.22999999999999687,right,long,return
2022091100,1651,53433.0,Kyle Pitts,TE,13.090880000000002,5.920000000000002,left,short,glide out
2022091100,1672,54473.0,Drake London,WR,14.993148500000002,3.740000000000002,left,long,jet
2022091100,2069,54476.0,Chris Olave,WR,14.543149500000002,11.39,left,short,fly
2022091100,2303,48374.0,Olamide Zaccheaus,WR,13.418152,0.9499999999999993,right,short,glide out
