"","gameId","playId","time_to_pressure","is_pressure","EPA","time_to_throw","time_to_sack","isSack","yards_lossed_sack","had_pass_reception","YAC","pass_defended","quarterback_hit","pass_length","interception"
"1",2022102302,2655,2.40000009536743,TRUE,0.702716691652313,2.99,12,FALSE,0,1,3,0,0,6,FALSE
"2",2022091809,3698,10.5,FALSE,-0.24050861550495,1.836,12,FALSE,0,1,0,0,0,4,FALSE
"3",2022103004,3146,10.5,FALSE,-0.218480399809778,2.236,12,FALSE,0,1,10,0,0,-4,FALSE
"4",2022110610,348,2,TRUE,-0.42774858372286,2.202,12,FALSE,0,1,10,0,0,-6,FALSE
"5",2022091104,3662,1.39999997615814,TRUE,-1.16162058082409,1.568,12,FALSE,0,0,0,1,1,-6,FALSE
"6",2022100204,1422,2.79999995231628,TRUE,2.1947601318825,3.203,12,FALSE,0,1,0,0,0,15,FALSE
"7",2022100912,445,10.5,FALSE,-1.28844903939171,2.13,12,FALSE,0,0,0,0,0,5,FALSE
"8",2022091112,1674,3.79999995231628,TRUE,-1.07162690255791,4.506,12,FALSE,0,0,0,1,1,45,TRUE
"9",2022110603,2325,2.90000009536743,TRUE,1.28669833904132,2.97,12,FALSE,0,1,0,0,0,12,FALSE
"10",2022092511,1310,10.5,FALSE,-0.26622841891367,0,12,FALSE,0,0,0,0,0,0,FALSE
"11",2022100913,2604,10.5,FALSE,1.30458728491794,3.57,12,FALSE,0,1,5,0,0,2,FALSE
"12",2022102308,3304,2,TRUE,-0.373241645051166,2.77,12,FALSE,0,0,0,0,0,11,FALSE
"13",2022110607,3178,1.70000004768372,TRUE,-0.708830144489184,2.068,12,FALSE,0,1,1,0,0,-3,FALSE
"14",2022100207,681,10.5,FALSE,1.43824456690345,2.936,12,FALSE,0,1,6,0,0,17,FALSE
"15",2022092505,3437,10.5,FALSE,-1.60409892722964,2.689,12,FALSE,0,1,13,0,0,15,FALSE
"16",2022100202,3292,2.59999990463257,TRUE,-0.0476593540515751,0,12,FALSE,0,0,0,0,0,0,FALSE
"17",2022091111,923,10.5,FALSE,2.48353039263748,3.537,12,FALSE,0,1,14,0,0,28,FALSE
"18",2022092506,1412,3.59999990463257,TRUE,-0.402760454744566,4.004,12,FALSE,0,0,0,0,1,4,FALSE
"19",2022091109,3544,10.5,FALSE,-1.00914603518322,1.468,12,FALSE,0,1,3,0,0,-4,FALSE
"20",2022100900,3560,10.5,FALSE,0.420201417757198,1.435,12,FALSE,0,1,5,0,0,-1,FALSE
"21",2022091109,2502,10.5,FALSE,1.18146247894038,2.97,12,FALSE,0,1,0,0,0,3,FALSE
"22",2022091803,1222,10.5,FALSE,-1.41877931891941,2.736,12,FALSE,0,0,0,0,0,7,FALSE
"23",2022101700,3813,10.5,FALSE,-0.573664008756168,2.97,12,FALSE,0,1,11,0,0,-6,FALSE
"24",2022101608,1317,10.5,FALSE,1.34413205797318,1.36,12,FALSE,0,1,0,0,0,5,FALSE
"25",2022092506,226,10.5,FALSE,0.0877090367721394,1.702,12,FALSE,0,1,11,0,0,-4,FALSE
"26",2022101609,888,10.5,FALSE,0.683543086983263,3.67,12,FALSE,0,1,8,0,0,-2,FALSE
"27",2022100913,893,10.5,FALSE,0.506650239229202,2.803,12,FALSE,0,1,0,0,0,8,FALSE
"28",2022092503,1755,10.5,FALSE,-0.372914159088396,1.86,12,FALSE,0,0,0,1,0,4,FALSE
"29",2022100904,3693,10.5,FALSE,0.225700145121664,2.337,12,FALSE,0,1,6,0,1,-3,FALSE
"30",2022092511,2008,10.5,FALSE,-1.34907479444519,5.305,12,FALSE,0,0,0,0,0,13,FALSE
"31",2022101601,1919,2.59999990463257,TRUE,-0.414180604973808,2.769,12,FALSE,0,0,0,0,0,29,FALSE
"32",2022091109,1041,1.60000002384186,TRUE,-0.60422470420599,2.503,12,FALSE,0,0,0,0,1,22,FALSE
"33",2022092506,717,10.5,FALSE,0.905698608141392,1.935,12,FALSE,0,1,4,0,0,5,FALSE
"34",2022103001,664,10.5,FALSE,-1.22642472805455,1.135,12,FALSE,0,1,1,0,0,-2,FALSE
"35",2022092502,64,1.60000002384186,TRUE,-0.677131726872176,1.902,12,FALSE,0,0,0,0,0,0,FALSE
"36",2022091810,1677,1.79999995231628,TRUE,-0.251450535899494,1.935,12,FALSE,0,1,0,0,1,5,FALSE
"37",2022091810,2532,10.5,FALSE,0.26467720803339,2.436,12,FALSE,0,1,1,0,0,4,FALSE
"38",2022091811,713,5.09999990463257,TRUE,0.927921786322258,5.372,12,FALSE,0,1,0,0,1,19,FALSE
"39",2022103001,3953,10.5,FALSE,6.45143870916218,5.438,12,FALSE,0,1,0,0,0,62,FALSE
"40",2022103012,2252,3.90000009536743,TRUE,1.11940857663285,0,12,FALSE,0,0,0,0,0,0,FALSE
"41",2022100908,552,3,TRUE,-0.746259682578966,3.069,12,FALSE,0,0,0,0,0,12,FALSE
"42",2022091802,3557,10.5,FALSE,-0.463278178067412,1.768,12,FALSE,0,0,0,0,0,13,FALSE
"43",2022100207,1458,10.5,FALSE,2.26657215697924,3.136,12,FALSE,0,1,2,0,0,6,FALSE
"44",2022101605,3982,2.40000009536743,TRUE,-0.24683502613334,2.903,12,FALSE,0,0,0,1,0,7,FALSE
"45",2022092503,3006,10.5,FALSE,-0.63091610808624,2.336,12,FALSE,0,1,0,0,0,5,FALSE
"46",2022101604,3174,10.5,FALSE,0.819649286742788,1.905,12,FALSE,0,1,1,0,0,12,FALSE
"47",2022110606,120,10.5,FALSE,-5.09072081418708,3.571,12,FALSE,0,0,0,1,0,4,TRUE
"48",2022102000,1707,10.5,FALSE,0.4347286366974,0,12,FALSE,0,0,0,0,0,0,FALSE
"49",2022101600,1215,2.09999990463257,TRUE,2.56934718292905,2.436,12,FALSE,0,1,12,0,1,2,FALSE
"50",2022091500,2436,10.5,FALSE,0.0614362629130483,2.47,12,FALSE,0,1,3,0,0,3,FALSE
"51",2022100903,730,2.29999995231628,TRUE,-0.122958689462394,2.403,12,FALSE,0,1,0,0,0,3,FALSE
"52",2022103002,240,10.5,FALSE,0.901445195893757,2.97,12,FALSE,0,1,14,0,0,2,FALSE
"53",2022100907,3032,10.5,FALSE,-0.689273454016075,1.334,12,FALSE,0,1,8,0,0,-3,FALSE
"54",2022102308,3207,10.5,FALSE,-10.1718534541433,2.603,12,FALSE,0,0,0,1,0,13,TRUE
"55",2022092510,2324,10.5,FALSE,-0.0126405959017575,1.902,12,FALSE,0,1,0,0,0,5,FALSE
"56",2022100910,3801,3.40000009536743,TRUE,-0.43477844633162,3.471,12,FALSE,0,0,0,0,0,-3,FALSE
"57",2022101601,2092,10.5,FALSE,4.1628233504016,2.068,12,FALSE,0,1,39,0,0,14,FALSE
"58",2022091811,4032,10.5,FALSE,-0.652473744237795,1.765,12,FALSE,0,0,0,1,0,3,FALSE
"59",2022092509,1988,10.5,FALSE,-0.19540948770009,2.077,12,FALSE,0,0,0,0,0,13,FALSE
"60",2022100908,2253,10.5,FALSE,0.453571566846222,1.201,12,FALSE,0,1,12,0,0,-2,FALSE
"61",2022092200,3620,1.60000002384186,TRUE,-1.32389119965956,4.658,4.658,TRUE,0,0,0,0,1,0,FALSE
"62",2022100208,1348,10.5,FALSE,2.10202016367111,0,12,FALSE,0,0,0,0,0,0,FALSE
"63",2022100600,2300,10.5,FALSE,-0.555580365471542,1.968,12,FALSE,0,0,0,0,0,14,FALSE
"64",2022100201,115,10.5,FALSE,1.90751567459665,3.837,12,FALSE,0,1,3,0,0,22,FALSE
"65",2022092511,2346,2.79999995231628,TRUE,-1.75099626544397,3.938,3.938,TRUE,0,0,0,0,1,0,FALSE
"66",2022101000,2631,10.5,FALSE,3.08724167081527,4.071,12,FALSE,0,1,7,0,0,21,FALSE
"67",2022100913,3486,10.5,FALSE,0.492942766635679,3.27,12,FALSE,0,1,10,0,0,-2,FALSE
"68",2022102309,3883,10.5,FALSE,-0.452630605781451,3.136,12,FALSE,0,0,0,1,0,25,FALSE
"69",2022103003,56,10.5,FALSE,1.64156356919557,3.037,12,FALSE,0,1,14,0,0,-4,FALSE
"70",2022100213,2724,10.5,FALSE,2.36430122074671,1.769,12,FALSE,0,1,3,0,0,7,FALSE
"71",2022103001,2165,2.5,TRUE,-0.639661094173789,4.104,12,FALSE,0,1,10,0,0,-5,FALSE
"72",2022091109,1772,2.40000009536743,TRUE,1.71561349014519,2.603,12,FALSE,0,1,21,0,0,4,FALSE
"73",2022100212,2342,10.5,FALSE,1.60835737898014,2.069,12,FALSE,0,1,3,0,0,13,FALSE
"74",2022100213,102,10.5,FALSE,2.0123628959991,2.636,12,FALSE,0,1,11,0,0,5,FALSE
"75",2022092600,3207,10.5,FALSE,0.685935508052353,2.503,12,FALSE,0,1,8,0,0,2,FALSE
"76",2022091104,2952,10.5,FALSE,-0.350562141160481,2.181,12,FALSE,0,0,0,0,0,5,FALSE
"77",2022102302,2261,10.5,FALSE,0.161260644439608,1.63,12,FALSE,0,1,0,0,0,5,FALSE
"78",2022100903,1270,10.5,FALSE,-3.0799348395085,2.517,12,FALSE,0,0,0,1,0,12,FALSE
"79",2022100202,835,10.5,FALSE,-0.587006130255759,1.568,12,FALSE,0,0,0,0,0,-4,FALSE
"80",2022101602,496,2.70000004768372,TRUE,-1.26955293957144,0,12,FALSE,0,0,0,0,0,0,FALSE
"81",2022091101,63,10.5,FALSE,-0.71119741210714,1.669,12,FALSE,0,0,0,1,0,0,FALSE
"82",2022092505,2669,10.5,FALSE,-2.12764873472042,2.236,12,FALSE,0,0,0,0,0,32,FALSE
"83",2022101000,3785,10.5,FALSE,0.426167466328479,1.067,12,FALSE,0,1,10,0,0,-3,FALSE
"84",2022092507,1647,2.09999990463257,TRUE,-0.753779071266763,3.803,3.803,TRUE,0,0,0,0,1,0,FALSE
"85",2022091112,2779,3.20000004768372,TRUE,-2.27750153536908,7.524,7.524,TRUE,0,0,0,0,1,0,FALSE
"86",2022091812,2831,1.89999997615814,TRUE,0.256169268104713,0,12,FALSE,0,0,0,0,0,0,FALSE
"87",2022092503,2659,10.5,FALSE,-0.572832448058762,5.105,12,FALSE,0,0,0,0,0,11,FALSE
"88",2022101000,516,10.5,FALSE,0.746403286699206,2.602,12,FALSE,0,1,3,0,0,8,FALSE
"89",2022103008,672,10.5,FALSE,-0.299345971085131,2.837,12,FALSE,0,1,3,0,0,0,FALSE
"90",2022103008,2242,2.40000009536743,TRUE,-0.0766737777739763,2.636,12,FALSE,0,1,4,0,1,-2,FALSE
"91",2022102310,874,10.5,FALSE,-0.639155727345496,3.225,12,FALSE,0,0,0,0,0,6,FALSE
"92",2022100206,2678,10.5,FALSE,2.65299525426235,3.503,12,FALSE,0,1,1,0,0,19,FALSE
"93",2022102301,1493,10.5,FALSE,0.941237185790669,1.735,12,FALSE,0,1,4,0,0,7,FALSE
"94",2022091111,1840,2,TRUE,-0.791988692712039,2.502,12,FALSE,0,0,0,0,0,-4,FALSE
"95",2022091110,1868,10.5,FALSE,-3.72742003388703,2.569,12,FALSE,0,1,5,0,0,14,FALSE
"96",2022091810,3232,10.5,FALSE,4.49488300585654,4.137,12,FALSE,0,1,3,0,0,32,FALSE
"97",2022103003,2099,10.5,FALSE,0.876192421885207,2.302,12,FALSE,0,1,3,0,0,5,FALSE
"98",2022091107,2478,10.5,FALSE,-0.84699618909508,5.038,12,FALSE,0,0,0,0,0,16,FALSE
"99",2022103011,1604,2.70000004768372,TRUE,0.86237425240688,2.636,12,FALSE,0,1,0,0,0,7,FALSE
"100",2022091806,388,10.5,FALSE,-0.356023520347662,0,12,FALSE,0,0,0,0,0,0,FALSE
"101",2022091106,2956,4.19999980926514,TRUE,-0.885798223433085,4.538,12,FALSE,0,0,0,0,1,13,FALSE
"102",2022100901,2020,10.5,FALSE,-0.417566313524731,3.804,12,FALSE,0,1,3,0,0,2,FALSE
"103",2022092506,3191,1.70000004768372,TRUE,-1.10858049569651,2.303,12,FALSE,0,0,0,0,1,1,FALSE
"104",2022092900,1672,10.5,FALSE,6.40123865928035,2.136,12,FALSE,0,1,32,0,0,27,FALSE
"105",2022103009,3501,10.5,FALSE,-0.171649540076032,4.371,12,FALSE,0,0,0,0,0,19,FALSE
"106",2022110606,287,2.90000009536743,TRUE,-0.463795519899577,3.07,12,FALSE,0,0,0,0,0,24,FALSE
"107",2022110700,126,2.5,TRUE,-1.92707286123186,3.036,12,FALSE,0,0,0,0,0,6,FALSE
"108",2022103011,2484,2.40000009536743,TRUE,1.42452558688819,4.037,12,FALSE,0,1,19,0,1,2,FALSE
"109",2022092512,3238,10.5,FALSE,-0.272148837801069,3.103,12,FALSE,0,1,8,0,0,3,FALSE
"110",2022091109,3568,10.5,FALSE,2.95784246129915,3.137,12,FALSE,0,1,14,0,0,13,FALSE
"111",2022091109,1968,10.5,FALSE,0.226143029285595,2.002,12,FALSE,0,1,1,0,0,7,FALSE
"112",2022091104,4197,10.5,FALSE,-0.132761039305478,2.703,12,FALSE,0,1,0,0,0,3,FALSE
"113",2022091500,475,10.5,FALSE,-0.225706313387491,2.836,12,FALSE,0,1,10,0,0,1,FALSE
"114",2022103007,2142,10.5,FALSE,0.843247983721085,3.154,12,FALSE,0,1,0,0,0,13,FALSE
"115",2022091104,1380,2.70000004768372,TRUE,-1.39722958719358,3.069,12,FALSE,0,0,0,1,0,13,FALSE
"116",2022102305,2493,2.29999995231628,TRUE,2.25977511471137,3.837,12,FALSE,0,1,13,0,0,1,FALSE
"117",2022091803,2546,2,TRUE,-0.434507941477932,2.169,12,FALSE,0,0,0,1,0,-5,FALSE
"118",2022091113,630,10.5,FALSE,-0.828100176062435,3.436,12,FALSE,0,0,0,1,0,14,FALSE
"119",2022091112,3361,10.5,FALSE,-1.312681110634,1.267,12,FALSE,0,0,0,0,0,0,FALSE
"120",2022103000,2174,10.5,FALSE,-0.324473570392001,3.804,12,FALSE,0,0,0,1,0,40,FALSE
"121",2022100207,3329,10.5,FALSE,-0.502350206486881,3.365,12,FALSE,0,0,0,0,0,12,FALSE
"122",2022101604,157,2.90000009536743,TRUE,0.440841020084918,3.237,12,FALSE,0,1,3,0,0,5,FALSE
"123",2022092512,2639,10.5,FALSE,-1.07620259607211,1.969,12,FALSE,0,1,2,0,0,-5,FALSE
"124",2022091105,619,10.5,FALSE,1.29944348917343,1.969,12,FALSE,0,1,17,0,0,-6,FALSE
"125",2022092511,1614,10.5,FALSE,2.27343171957182,2.902,12,FALSE,0,1,0,0,0,18,FALSE
"126",2022110300,2981,3.09999990463257,TRUE,-0.88162696827203,3.503,12,FALSE,0,0,0,0,0,19,FALSE
"127",2022092505,2314,10.5,FALSE,0.805606464855373,2.634,12,FALSE,0,1,1,0,0,7,FALSE
"128",2022100201,2819,2.59999990463257,TRUE,0.992133085383102,2.669,12,FALSE,0,1,1,0,0,8,FALSE
"129",2022103007,1727,2.59999990463257,TRUE,0.609464843408205,2.602,12,FALSE,0,1,5,0,0,5,FALSE
"130",2022092508,1493,10.5,FALSE,-0.63671611296013,2.444,12,FALSE,0,0,0,0,0,25,FALSE
"131",2022102400,1948,4.80000019073486,TRUE,1.20696890330873,4.905,12,FALSE,0,1,0,0,0,17,FALSE
"132",2022103007,2341,10.5,FALSE,1.68167590606026,2.539,12,FALSE,0,1,10,0,0,17,FALSE
"133",2022091812,1528,10.5,FALSE,0.00750180659815669,2.002,12,FALSE,0,1,0,0,0,9,FALSE
"134",2022092507,1698,10.5,FALSE,1.00755203521112,2.777,12,FALSE,0,1,0,0,0,15,FALSE
"135",2022092900,3124,10.5,FALSE,1.73899161687586,2.97,12,FALSE,0,1,6,0,0,16,FALSE
"136",2022102300,3733,10.5,FALSE,-0.0456864493899047,3.303,12,FALSE,0,1,2,0,0,17,FALSE
"137",2022100905,1900,10.5,FALSE,1.35615550412331,3.96,12,FALSE,0,1,12,0,0,5,FALSE
"138",2022103010,1443,10.5,FALSE,0.20004648680333,2.303,12,FALSE,0,1,4,0,0,2,FALSE
"139",2022102309,2128,10.5,FALSE,-0.342875804170035,2.836,12,FALSE,0,1,0,0,0,5,FALSE
"140",2022110601,349,10.5,FALSE,-0.349022811511531,1.936,12,FALSE,0,1,2,0,0,1,FALSE
"141",2022103001,2042,10.5,FALSE,-0.552924518822692,2.269,12,FALSE,0,0,0,1,0,24,FALSE
"142",2022092500,108,5.59999990463257,TRUE,-1.48175859707408,6.873,6.873,TRUE,0,0,0,0,1,0,FALSE
"143",2022100203,3662,10.5,FALSE,-1.23890609951923,1.935,12,FALSE,0,0,0,0,0,10,FALSE
"144",2022101601,3049,2.5,TRUE,0.739007613272406,2.836,12,FALSE,0,1,14,0,0,0,FALSE
"145",2022091103,4199,2,TRUE,-1.38277767039835,2.529,12,FALSE,0,0,0,0,0,20,FALSE
"146",2022100204,468,2.29999995231628,TRUE,-2.05549128260463,3.671,3.671,TRUE,0,0,0,0,1,0,FALSE
"147",2022100904,203,10.5,FALSE,1.45366250281222,2.595,12,FALSE,0,1,1,0,0,5,FALSE
"148",2022091113,1812,3.20000004768372,TRUE,-0.429004520876333,3.37,12,FALSE,0,0,0,0,0,4,FALSE
"149",2022101610,420,10.5,FALSE,-0.205593875842169,4.137,12,FALSE,0,1,0,0,0,3,FALSE
"150",2022092900,3757,2.59999990463257,TRUE,-0.36052813421702,2.869,12,FALSE,0,0,0,0,1,2,FALSE
"151",2022091101,1014,10.5,FALSE,-0.948532336275093,1.769,12,FALSE,0,0,0,1,0,6,FALSE
"152",2022092510,2353,10.5,FALSE,0.0519647127948701,2.069,12,FALSE,0,1,3,0,0,1,FALSE
"153",2022091800,3441,2,TRUE,-1.09867861191742,6.172,12,FALSE,0,0,0,0,0,25,FALSE
"154",2022092507,2401,10.5,FALSE,-0.820989697007462,3.37,12,FALSE,0,0,0,0,0,15,FALSE
"155",2022100902,208,10.5,FALSE,0.670571241993457,1.869,12,FALSE,0,1,15,0,0,-5,FALSE
"156",2022091809,165,2,TRUE,3.7935722223483,2.669,12,FALSE,0,1,4,0,1,13,FALSE
"157",2022092509,3541,10.5,FALSE,3.50033731636358,2.536,12,FALSE,0,1,0,0,0,11,FALSE
